PurchaseID,Date,Item
13,1/7/2000,sugar
13,1/7/2000,laundry detergent
13,1/7/2000,pork
13,1/7/2000,sandwich loaves
13,1/7/2000,all- purpose
13,1/7/2000,fruits
14,1/7/2000,shampoo
14,1/7/2000,vegetables
14,1/7/2000,cheeses
14,1/7/2000,dinner rolls
14,1/7/2000,cereals
14,1/7/2000,individual meals
14,1/7/2000,vegetables
14,1/7/2000,laundry detergent
14,1/7/2000,sandwich loaves
14,1/7/2000,fruits
14,1/7/2000,sandwich bags
14,1/7/2000,ketchup
15,1/7/2000,sandwich loaves
15,1/7/2000,bagels
15,1/7/2000,spaghetti sauce
15,1/7/2000,lunch meat
15,1/7/2000,mixes
15,1/7/2000,ice cream
15,1/7/2000,paper towels
15,1/7/2000,paper towels
15,1/7/2000,paper towels
15,1/7/2000,cheeses
15,1/7/2000,toilet paper
15,1/7/2000,butter
15,1/7/2000,aluminum foil
15,1/7/2000,juice
15,1/7/2000,juice
15,1/7/2000,cereals
15,1/7/2000,individual meals
15,1/7/2000,tortillas
15,1/7/2000,fruits
15,1/7/2000,hand soap
16,1/8/2000,flour
16,1/8/2000,ice cream
16,1/8/2000,paper towels
16,1/8/2000,cheeses
16,1/8/2000,dinner rolls
16,1/8/2000,milk
16,1/8/2000,flour
16,1/8/2000,soda
16,1/8/2000,sugar
16,1/8/2000,dishwashing liquid/detergent
16,1/8/2000,soap
16,1/8/2000,juice
16,1/8/2000,cereals
16,1/8/2000,pasta
16,1/8/2000,beef
16,1/8/2000,sandwich bags
16,1/8/2000,sandwich bags
17,1/8/2000,hand soap
17,1/8/2000,spaghetti sauce
17,1/8/2000,milk
17,1/8/2000,cereals
17,1/8/2000,individual meals
17,1/8/2000,individual meals
17,1/8/2000,pasta
17,1/8/2000,sandwich loaves
17,1/8/2000,hand soap
18,1/8/2000,shampoo
18,1/8/2000,sandwich bags
18,1/8/2000,toilet paper
18,1/8/2000,coffee/tea
18,1/8/2000,bagels
19,1/9/2000,eggs
19,1/9/2000,waffles
19,1/9/2000,coffee/tea
19,1/9/2000,flour
19,1/9/2000,butter
19,1/9/2000,aluminum foil
19,1/9/2000,juice
19,1/9/2000,individual meals
19,1/9/2000,individual meals
19,1/9/2000,beef
19,1/9/2000,beef
19,1/9/2000,laundry detergent
19,1/9/2000,coffee/tea
19,1/9/2000,vegetables
19,1/9/2000,bagels
19,1/9/2000,spaghetti sauce
19,1/9/2000,sugar
20,1/10/2000,cheeses
20,1/10/2000,vegetables
20,1/10/2000,poultry
20,1/10/2000,soda
20,1/10/2000,sugar
20,1/10/2000,mixes
20,1/10/2000,paper towels
20,1/10/2000,cheeses
20,1/10/2000,toilet paper
20,1/10/2000,toilet paper
20,1/10/2000,toilet paper
20,1/10/2000,coffee/tea
20,1/10/2000,dishwashing liquid/detergent
20,1/10/2000,dishwashing liquid/detergent
20,1/10/2000,butter
20,1/10/2000,soap
20,1/10/2000,soap
20,1/10/2000,aluminum foil
20,1/10/2000,aluminum foil
20,1/10/2000,aluminum foil
20,1/10/2000,juice
20,1/10/2000,yogurt
20,1/10/2000,individual meals
20,1/10/2000,beef
20,1/10/2000,shampoo
20,1/10/2000,shampoo
20,1/10/2000,laundry detergent
20,1/10/2000,sandwich loaves
20,1/10/2000,sandwich loaves
20,1/10/2000,tortillas
20,1/10/2000,ketchup
20,1/10/2000,hand soap
21,1/11/2000,fruits
21,1/11/2000,mixes
21,1/11/2000,waffles
21,1/11/2000,juice
21,1/11/2000,pork
21,1/11/2000,all- purpose
21,1/11/2000,bagels
22,1/11/2000,bagels
22,1/11/2000,soda
22,1/11/2000,sugar
22,1/11/2000,cheeses
22,1/11/2000,cereals
22,1/11/2000,vegetables
23,1/11/2000,cheeses
23,1/11/2000,toilet paper
23,1/11/2000,milk
23,1/11/2000,coffee/tea
23,1/11/2000,coffee/tea
23,1/11/2000,flour
23,1/11/2000,flour
23,1/11/2000,dishwashing liquid/detergent
23,1/11/2000,dishwashing liquid/detergent
23,1/11/2000,dishwashing liquid/detergent
23,1/11/2000,dishwashing liquid/detergent
23,1/11/2000,aluminum foil
23,1/11/2000,cereals
23,1/11/2000,yogurt
23,1/11/2000,pasta
23,1/11/2000,pasta
23,1/11/2000,shampoo
23,1/11/2000,all- purpose
23,1/11/2000,shampoo
23,1/11/2000,vegetables
23,1/11/2000,vegetables
23,1/11/2000,vegetables
23,1/11/2000,vegetables
23,1/11/2000,vegetables
23,1/11/2000,vegetables
23,1/11/2000,poultry
23,1/11/2000,bagels
23,1/11/2000,soda
23,1/11/2000,lunch meat
23,1/11/2000,mixes
23,1/11/2000,waffles
24,1/11/2000,all- purpose
24,1/11/2000,poultry
24,1/11/2000,bagels
24,1/11/2000,spaghetti sauce
24,1/11/2000,lunch meat
24,1/11/2000,ice cream
24,1/11/2000,waffles
24,1/11/2000,paper towels
24,1/11/2000,cheeses
24,1/11/2000,cheeses
24,1/11/2000,coffee/tea
24,1/11/2000,butter
24,1/11/2000,soap
24,1/11/2000,soap
24,1/11/2000,juice
24,1/11/2000,juice
24,1/11/2000,individual meals
24,1/11/2000,pasta
24,1/11/2000,sandwich loaves
24,1/11/2000,all- purpose
24,1/11/2000,vegetables
24,1/11/2000,fruits
24,1/11/2000,sandwich bags
24,1/11/2000,ketchup
24,1/11/2000,ketchup
24,1/11/2000,hand soap
25,1/11/2000,juice
25,1/11/2000,vegetables
25,1/11/2000,bagels
25,1/11/2000,sugar
25,1/11/2000,lunch meat
25,1/11/2000,ice cream
25,1/11/2000,dishwashing liquid/detergent
25,1/11/2000,vegetables
25,1/11/2000,yogurt
25,1/11/2000,pasta
25,1/11/2000,pork
25,1/11/2000,sandwich loaves
25,1/11/2000,tortillas
25,1/11/2000,all- purpose
25,1/11/2000,fruits
26,1/12/2000,juice
26,1/12/2000,vegetables
26,1/12/2000,vegetables
26,1/12/2000,vegetables
26,1/12/2000,poultry
26,1/12/2000,poultry
26,1/12/2000,bagels
26,1/12/2000,soda
26,1/12/2000,sugar
26,1/12/2000,lunch meat
26,1/12/2000,mixes
26,1/12/2000,paper towels
26,1/12/2000,dinner rolls
26,1/12/2000,dinner rolls
26,1/12/2000,coffee/tea
26,1/12/2000,coffee/tea
26,1/12/2000,flour
26,1/12/2000,butter
26,1/12/2000,aluminum foil
26,1/12/2000,aluminum foil
26,1/12/2000,juice
26,1/12/2000,cereals
26,1/12/2000,yogurt
26,1/12/2000,individual meals
26,1/12/2000,beef
26,1/12/2000,beef
26,1/12/2000,shampoo
26,1/12/2000,sandwich loaves
26,1/12/2000,sandwich loaves
26,1/12/2000,tortillas
26,1/12/2000,fruits
26,1/12/2000,hand soap
27,1/13/2000,shampoo
27,1/13/2000,soda
27,1/13/2000,mixes
27,1/13/2000,ice cream
27,1/13/2000,waffles
27,1/13/2000,paper towels
27,1/13/2000,cheeses
27,1/13/2000,dinner rolls
27,1/13/2000,milk
27,1/13/2000,butter
27,1/13/2000,vegetables
27,1/13/2000,pasta
27,1/13/2000,poultry
27,1/13/2000,laundry detergent
27,1/13/2000,laundry detergent
27,1/13/2000,pork
27,1/13/2000,sandwich loaves
27,1/13/2000,sandwich loaves
27,1/13/2000,all- purpose
27,1/13/2000,fruits
27,1/13/2000,sandwich bags
27,1/13/2000,lunch meat
27,1/13/2000,sugar
27,1/13/2000,lunch meat
28,1/13/2000,all- purpose
28,1/13/2000,ketchup
28,1/13/2000,ketchup
28,1/13/2000,poultry
28,1/13/2000,poultry
28,1/13/2000,bagels
28,1/13/2000,soda
28,1/13/2000,sugar
28,1/13/2000,lunch meat
28,1/13/2000,lunch meat
28,1/13/2000,mixes
28,1/13/2000,eggs
28,1/13/2000,waffles
28,1/13/2000,toilet paper
28,1/13/2000,butter
28,1/13/2000,butter
28,1/13/2000,soap
28,1/13/2000,juice
28,1/13/2000,cereals
28,1/13/2000,individual meals
28,1/13/2000,pasta
28,1/13/2000,pasta
28,1/13/2000,shampoo
28,1/13/2000,shampoo
28,1/13/2000,shampoo
28,1/13/2000,pork
28,1/13/2000,tortillas
29,1/13/2000,dinner rolls
29,1/13/2000,vegetables
29,1/13/2000,vegetables
29,1/13/2000,spaghetti sauce
29,1/13/2000,spaghetti sauce
29,1/13/2000,butter
29,1/13/2000,juice
29,1/13/2000,yogurt
29,1/13/2000,pasta
29,1/13/2000,pork
29,1/13/2000,sandwich loaves
29,1/13/2000,all- purpose
30,1/14/2000,flour
30,1/14/2000,bagels
30,1/14/2000,sandwich loaves
30,1/14/2000,cheeses
30,1/14/2000,toilet paper
31,1/15/2000,spaghetti sauce
31,1/15/2000,lunch meat
31,1/15/2000,eggs
31,1/15/2000,ice cream
31,1/15/2000,ice cream
31,1/15/2000,waffles
31,1/15/2000,waffles
31,1/15/2000,paper towels
31,1/15/2000,toilet paper
31,1/15/2000,dinner rolls
31,1/15/2000,aluminum foil
31,1/15/2000,juice
31,1/15/2000,cereals
31,1/15/2000,yogurt
31,1/15/2000,individual meals
31,1/15/2000,shampoo
31,1/15/2000,laundry detergent
31,1/15/2000,hand soap
31,1/15/2000,pasta
31,1/15/2000,vegetables
31,1/15/2000,vegetables
31,1/15/2000,soda
31,1/15/2000,soda
32,1/15/2000,soap
32,1/15/2000,soda
32,1/15/2000,sugar
32,1/15/2000,lunch meat
32,1/15/2000,eggs
32,1/15/2000,ice cream
32,1/15/2000,paper towels
32,1/15/2000,cheeses
32,1/15/2000,dinner rolls
32,1/15/2000,dinner rolls
32,1/15/2000,vegetables
32,1/15/2000,soap
32,1/15/2000,soap
32,1/15/2000,aluminum foil
32,1/15/2000,yogurt
32,1/15/2000,individual meals
32,1/15/2000,beef
32,1/15/2000,sandwich loaves
32,1/15/2000,sandwich loaves
32,1/15/2000,ketchup
33,1/15/2000,soda
33,1/15/2000,vegetables
33,1/15/2000,vegetables
33,1/15/2000,poultry
33,1/15/2000,poultry
33,1/15/2000,soda
33,1/15/2000,mixes
33,1/15/2000,paper towels
33,1/15/2000,coffee/tea
33,1/15/2000,coffee/tea
33,1/15/2000,flour
33,1/15/2000,soap
33,1/15/2000,aluminum foil
33,1/15/2000,yogurt
33,1/15/2000,individual meals
33,1/15/2000,pasta
33,1/15/2000,pork
33,1/15/2000,sandwich loaves
33,1/15/2000,all- purpose
33,1/15/2000,sandwich bags
33,1/15/2000,ketchup
34,1/16/2000,vegetables
34,1/16/2000,spaghetti sauce
34,1/16/2000,lunch meat
34,1/16/2000,mixes
34,1/16/2000,eggs
34,1/16/2000,ice cream
34,1/16/2000,cheeses
34,1/16/2000,cheeses
34,1/16/2000,coffee/tea
34,1/16/2000,soap
34,1/16/2000,yogurt
34,1/16/2000,beef
34,1/16/2000,tortillas
34,1/16/2000,tortillas
34,1/16/2000,tortillas
34,1/16/2000,hand soap
34,1/16/2000,soda
35,1/16/2000,cereals
35,1/16/2000,spaghetti sauce
35,1/16/2000,mixes
35,1/16/2000,eggs
35,1/16/2000,cheeses
35,1/16/2000,milk
35,1/16/2000,aluminum foil
35,1/16/2000,juice
35,1/16/2000,bagels
35,1/16/2000,cereals
35,1/16/2000,yogurt
35,1/16/2000,individual meals
35,1/16/2000,laundry detergent
35,1/16/2000,pork
35,1/16/2000,sandwich loaves
35,1/16/2000,sandwich loaves
36,1/17/2000,shampoo
36,1/17/2000,vegetables
36,1/17/2000,vegetables
36,1/17/2000,vegetables
36,1/17/2000,spaghetti sauce
36,1/17/2000,sugar
36,1/17/2000,lunch meat
36,1/17/2000,paper towels
36,1/17/2000,dinner rolls
36,1/17/2000,dinner rolls
36,1/17/2000,flour
36,1/17/2000,flour
36,1/17/2000,butter
36,1/17/2000,soap
36,1/17/2000,juice
36,1/17/2000,yogurt
36,1/17/2000,shampoo
36,1/17/2000,laundry detergent
36,1/17/2000,pork
36,1/17/2000,pork
36,1/17/2000,all- purpose
36,1/17/2000,all- purpose
36,1/17/2000,sandwich bags
36,1/17/2000,sandwich bags
36,1/17/2000,ketchup
36,1/17/2000,ketchup
36,1/17/2000,hand soap
37,1/17/2000,vegetables
37,1/17/2000,shampoo
37,1/17/2000,vegetables
37,1/17/2000,fruits
37,1/17/2000,hand soap
37,1/17/2000,pasta
37,1/17/2000,vegetables
37,1/17/2000,sugar
37,1/17/2000,lunch meat
37,1/17/2000,mixes
37,1/17/2000,dinner rolls
38,1/17/2000,toilet paper
38,1/17/2000,dinner rolls
38,1/17/2000,coffee/tea
38,1/17/2000,butter
38,1/17/2000,aluminum foil
38,1/17/2000,aluminum foil
38,1/17/2000,juice
38,1/17/2000,cereals
38,1/17/2000,individual meals
38,1/17/2000,pasta
38,1/17/2000,laundry detergent
38,1/17/2000,laundry detergent
38,1/17/2000,pork
38,1/17/2000,tortillas
38,1/17/2000,fruits
38,1/17/2000,hand soap
38,1/17/2000,hand soap
38,1/17/2000,toilet paper
38,1/17/2000,vegetables
38,1/17/2000,poultry
38,1/17/2000,soda
38,1/17/2000,spaghetti sauce
38,1/17/2000,lunch meat
38,1/17/2000,lunch meat
38,1/17/2000,eggs
38,1/17/2000,toilet paper
38,1/17/2000,toilet paper
38,1/17/2000,toilet paper
39,1/18/2000,aluminum foil
39,1/18/2000,vegetables
39,1/18/2000,vegetables
39,1/18/2000,vegetables
39,1/18/2000,mixes
39,1/18/2000,eggs
39,1/18/2000,waffles
39,1/18/2000,waffles
39,1/18/2000,cheeses
39,1/18/2000,dinner rolls
39,1/18/2000,milk
39,1/18/2000,coffee/tea
39,1/18/2000,coffee/tea
39,1/18/2000,butter
39,1/18/2000,yogurt
39,1/18/2000,beef
39,1/18/2000,beef
39,1/18/2000,pork
39,1/18/2000,tortillas
39,1/18/2000,tortillas
39,1/18/2000,all- purpose
39,1/18/2000,sandwich bags
39,1/18/2000,ketchup
39,1/18/2000,hand soap
39,1/18/2000,hand soap
40,1/18/2000,poultry
40,1/18/2000,ice cream
40,1/18/2000,coffee/tea
40,1/18/2000,beef
40,1/18/2000,shampoo
40,1/18/2000,poultry
40,1/18/2000,shampoo
40,1/18/2000,sandwich loaves
40,1/18/2000,sandwich bags
40,1/18/2000,hand soap
40,1/18/2000,poultry
40,1/18/2000,mixes
41,1/18/2000,coffee/tea
41,1/18/2000,soda
41,1/18/2000,spaghetti sauce
41,1/18/2000,sugar
41,1/18/2000,lunch meat
41,1/18/2000,cheeses
41,1/18/2000,toilet paper
41,1/18/2000,milk
41,1/18/2000,milk
41,1/18/2000,soda
41,1/18/2000,hand soap
41,1/18/2000,coffee/tea
41,1/18/2000,flour
41,1/18/2000,individual meals
41,1/18/2000,tortillas
41,1/18/2000,tortillas
41,1/18/2000,fruits
41,1/18/2000,poultry
41,1/18/2000,poultry
42,1/18/2000,tortillas
42,1/18/2000,beef
42,1/18/2000,vegetables
42,1/18/2000,bagels
42,1/18/2000,spaghetti sauce
42,1/18/2000,sugar
42,1/18/2000,mixes
42,1/18/2000,mixes
42,1/18/2000,ice cream
42,1/18/2000,waffles
42,1/18/2000,waffles
42,1/18/2000,paper towels
42,1/18/2000,paper towels
42,1/18/2000,cheeses
42,1/18/2000,cheeses
42,1/18/2000,dinner rolls
42,1/18/2000,aluminum foil
42,1/18/2000,aluminum foil
42,1/18/2000,juice
42,1/18/2000,juice
42,1/18/2000,cereals
42,1/18/2000,individual meals
42,1/18/2000,individual meals
42,1/18/2000,pasta
42,1/18/2000,beef
42,1/18/2000,beef
42,1/18/2000,shampoo
42,1/18/2000,shampoo
42,1/18/2000,shampoo
42,1/18/2000,shampoo
42,1/18/2000,sandwich loaves
42,1/18/2000,sandwich loaves
43,1/19/2000,laundry detergent
43,1/19/2000,poultry
43,1/19/2000,mixes
43,1/19/2000,cheeses
43,1/19/2000,toilet paper
43,1/19/2000,toilet paper
43,1/19/2000,dinner rolls
43,1/19/2000,milk
43,1/19/2000,milk
43,1/19/2000,coffee/tea
43,1/19/2000,flour
43,1/19/2000,dishwashing liquid/detergent
43,1/19/2000,butter
43,1/19/2000,butter
43,1/19/2000,butter
43,1/19/2000,soap
43,1/19/2000,soap
43,1/19/2000,soap
43,1/19/2000,juice
43,1/19/2000,cereals
43,1/19/2000,cereals
43,1/19/2000,shampoo
43,1/19/2000,shampoo
43,1/19/2000,vegetables
43,1/19/2000,sandwich loaves
43,1/19/2000,tortillas
43,1/19/2000,ketchup
44,1/19/2000,dishwashing liquid/detergent
44,1/19/2000,vegetables
44,1/19/2000,poultry
44,1/19/2000,soda
44,1/19/2000,spaghetti sauce
44,1/19/2000,lunch meat
44,1/19/2000,waffles
44,1/19/2000,cheeses
44,1/19/2000,flour
44,1/19/2000,vegetables
44,1/19/2000,butter
44,1/19/2000,aluminum foil
44,1/19/2000,juice
44,1/19/2000,cereals
44,1/19/2000,shampoo
44,1/19/2000,laundry detergent
44,1/19/2000,laundry detergent
44,1/19/2000,hand soap
44,1/19/2000,hand soap
45,1/20/2000,eggs
45,1/20/2000,vegetables
45,1/20/2000,vegetables
45,1/20/2000,vegetables
45,1/20/2000,soda
45,1/20/2000,soda
45,1/20/2000,spaghetti sauce
45,1/20/2000,eggs
45,1/20/2000,waffles
45,1/20/2000,toilet paper
45,1/20/2000,toilet paper
45,1/20/2000,toilet paper
45,1/20/2000,coffee/tea
45,1/20/2000,coffee/tea
45,1/20/2000,butter
45,1/20/2000,cereals
45,1/20/2000,yogurt
45,1/20/2000,beef
45,1/20/2000,laundry detergent
45,1/20/2000,pork
45,1/20/2000,pork
45,1/20/2000,pork
45,1/20/2000,all- purpose
45,1/20/2000,all- purpose
45,1/20/2000,all- purpose
46,1/20/2000,sandwich bags
46,1/20/2000,toilet paper
46,1/20/2000,dinner rolls
46,1/20/2000,dinner rolls
46,1/20/2000,milk
46,1/20/2000,soap
46,1/20/2000,soap
46,1/20/2000,beef
46,1/20/2000,beef
46,1/20/2000,tortillas
46,1/20/2000,fruits
46,1/20/2000,cheeses
46,1/20/2000,sandwich bags
46,1/20/2000,ketchup
46,1/20/2000,hand soap
46,1/20/2000,soda
46,1/20/2000,spaghetti sauce
46,1/20/2000,sugar
46,1/20/2000,eggs
46,1/20/2000,poultry
46,1/20/2000,ice cream
46,1/20/2000,waffles
46,1/20/2000,paper towels
47,1/21/2000,shampoo
47,1/21/2000,shampoo
47,1/21/2000,laundry detergent
47,1/21/2000,sandwich loaves
47,1/21/2000,all- purpose
47,1/21/2000,fruits
47,1/21/2000,ketchup
47,1/21/2000,all- purpose
47,1/21/2000,vegetables
47,1/21/2000,vegetables
47,1/21/2000,poultry
47,1/21/2000,soda
47,1/21/2000,sugar
47,1/21/2000,sugar
47,1/21/2000,lunch meat
47,1/21/2000,lunch meat
47,1/21/2000,ice cream
47,1/21/2000,waffles
47,1/21/2000,waffles
47,1/21/2000,waffles
47,1/21/2000,paper towels
47,1/21/2000,cheeses
47,1/21/2000,flour
47,1/21/2000,dishwashing liquid/detergent
47,1/21/2000,dishwashing liquid/detergent
47,1/21/2000,butter
47,1/21/2000,butter
47,1/21/2000,soap
47,1/21/2000,aluminum foil
47,1/21/2000,beef
48,1/22/2000,individual meals
48,1/22/2000,mixes
48,1/22/2000,coffee/tea
48,1/22/2000,flour
48,1/22/2000,vegetables
48,1/22/2000,soap
48,1/22/2000,cereals
48,1/22/2000,cereals
48,1/22/2000,individual meals
48,1/22/2000,spaghetti sauce
48,1/22/2000,individual meals
48,1/22/2000,pasta
48,1/22/2000,pasta
48,1/22/2000,beef
48,1/22/2000,laundry detergent
48,1/22/2000,fruits
48,1/22/2000,ketchup
48,1/22/2000,hand soap
49,1/23/2000,waffles
49,1/23/2000,vegetables
49,1/23/2000,bagels
49,1/23/2000,lunch meat
49,1/23/2000,ice cream
49,1/23/2000,aluminum foil
49,1/23/2000,aluminum foil
49,1/23/2000,beef
49,1/23/2000,shampoo
49,1/23/2000,laundry detergent
49,1/23/2000,pork
49,1/23/2000,sandwich loaves
49,1/23/2000,sandwich loaves
49,1/23/2000,all- purpose
49,1/23/2000,all- purpose
49,1/23/2000,fruits
49,1/23/2000,sandwich bags
50,1/23/2000,soda
50,1/23/2000,vegetables
